Counts_SAQuant_Day_0_1_1	Counts_SAQuant_Day_0_2_1	Counts_SAQuant_Day_0_3_1	Counts_SAQuant_Day_7_1_1	Counts_SAQuant_Day_7_2_1	Counts_SAQuant_Day_7_3_1
SNORD60	30	25	35	18	17	22
SNORD61	0	1	0	0	0	0
SNORD62A	49	32	36	34	38	38
SNORD62B	49	32	36	34	38	38
SNORD63	14	4	8	8	5	6
SNORD64	0	0	0	0	0	0
SNORD65	18	15	13	14	15	21
SNORD66	2	4	0	1	1	1
SNORD67	12	6	6	1	4	3
SNORD68	91	71	70	45	37	43
SNORD69	9	7	8	5	14	12
SNORD7	7	5	5	7	7	4
SNORD70	0	1	2	0	1	1
SNORD71	1	5	2	3	5	4
SNORD72	6	4	3	2	4	3
SNORD73A	0	0	0	0	0	0
SNORD74	29	19	35	13	14	23
SNORD75	8	10	7	9	13	6
SNORD76	178	151	128	109	132	146
SNORD77	17	15	19	19	13	17
SNORD78	68	56	56	32	35	41
SNORD79	47	41	38	32	32	44
SNORD8	0	3	1	0	0	5
SNORD80	350	295	294	191	197	209
SNORD81	49	44	42	30	40	52
SNORD82	2	3	0	2	1	1
SNORD83A	18	8	12	13	8	7
SNORD83B	43	44	44	41	44	37
SNORD84	50	44	39	46	66	48
SNORD86	0	0	0	0	0	0
SNORD87	44	45	44	56	34	41
SNORD88A	11	14	11	7	5	6
SNORD88B	89	104	84	55	72	75
SNORD88C	33	21	19	13	10	10
SNORD89	63	58	42	42	45	40
SNORD9	6	3	4	6	3	3
SNORD90	0	0	3	1	0	0
SNORD91A	0	1	0	0	0	0
SNORD91B	5	1	1	2	3	3
SNORD92	1	1	0	0	0	0
SNORD93	11	6	5	7	8	5
SNORD94	15	18	26	14	21	15
SNORD95	8	12	12	7	13	9
SNORD96A	128	133	106	85	99	66
SNORD96B	0	0	0	0	0	0
SNORD97	10	5	10	17	8	15
SNORD98	1	3	3	0	1	4
SNORD99	29	10	25	24	16	21
SNPH	12	5	4	13	9	10
SNRK	1753	1550	1504	1466	1406	1500
SNRNP200	43061	38048	36456	32839	34200	35749
SNRNP25	1747	1448	1511	942	896	986
SNRNP27	2542	2416	2165	1675	1792	1783
SNRNP35	642	583	508	469	535	511
SNRNP40	4101	3640	3502	2382	2500	2641
SNRNP48	2037	1691	1647	1423	1486	1472
SNRNP70	10727	9878	9010	9743	10956	10732
SNRPA	5279	4531	4402	3364	3390	3572
SNRPA1	4209	3597	3487	2048	2016	2121
SNRPB	23943	21488	19881	12994	12661	13490
SNRPB2	7515	6786	6306	4686	4676	5171
SNRPC	6478	5641	5250	3947	3955	4329
SNRPD1	4356	3950	3510	2570	2655	2691
SNRPD2	11159	10075	9156	6583	6914	7033
SNRPD2P2	1	1	0	0	0	1
SNRPD3	8565	7362	6889	6762	6632	7313
SNRPE	5655	4692	4441	3065	3167	3378
SNRPF	4768	4091	3710	2084	2092	2307
SNRPG	8397	7543	6976	3606	3600	3823
SNRPN	3770	3294	3085	2922	2887	3135
SNTA1	544	469	424	1026	1014	1034
SNTB1	1539	1273	1261	999	994	1083
SNTB2	1845	1660	1591	2065	2032	2131
SNTG1	1	4	2	10	12	10
SNTG2	2	6	6	1	2	1
SNTN	84	72	62	73	74	85
SNU13	8030	6981	6744	5780	5921	6171
SNUPN	1214	1053	1000	1252	1310	1395
SNURF	4219	3678	3357	3172	3197	3389
SNW1	6924	6172	5720	4513	4658	4752
SNX1	7481	6536	6229	6511	6607	7050
SNX10	88	90	80	38	40	26
SNX11	904	755	693	689	610	634
SNX12	4042	3518	3355	4043	4149	4318
SNX13	3044	2575	2573	2496	2618	2786
SNX14	3758	3204	3231	2265	2126	2449
SNX15	1183	1044	971	946	993	1012
SNX16	817	854	828	905	968	925
SNX17	6842	5925	5636	5410	5618	5989
SNX18	2922	2651	2567	1941	1943	1971
SNX19	5552	4715	4561	4954	5039	5409
SNX2	4400	3885	3667	3578	3705	3869
SNX20	13	15	18	14	25	20
SNX21	1035	878	847	1562	1708	1685
SNX22	229	199	196	211	218	232
SNX24	599	551	550	598	523	550
SNX25	1607	1382	1262	1035	1050	1132
SNX27	5394	4616	4542	3461	3401	3538
SNX29	1308	1112	1164	1148	1173	1281
SNX29P1	27	26	14	29	23	36
SNX29P2	6	8	4	0	8	11
SNX3	3548	3183	2898	3102	2831	3318
SNX30	6486	5561	5439	5094	5026	5333
SNX31	4	1	5	2	2	1
SNX32	113	86	72	256	271	259
SNX33	886	795	701	871	962	1055
SNX4	2791	2484	2230	1937	1978	2163
SNX5	10677	9340	9143	7313	7061	7617
SNX6	11228	9696	9238	11450	11619	12363
SNX7	1367	1093	1159	1064	1155	1189
SNX8	3709	3427	3064	2894	2847	3063
SNX9	3228	2812	2721	2062	2216	2275
SOAT1	3559	3172	3056	2325	2323	2647
SOAT2	17	13	10	66	62	59
SOBP	28	23	26	186	238	211
SOCS1	24	19	27	28	34	34
SOCS2	150	153	132	212	206	242
SOCS3	1563	1410	1169	1562	1570	1636
SOCS4	5231	4500	4519	3330	3389	3539
SOCS5	1537	1297	1310	1664	1740	1854
SOCS6	1579	1418	1306	1120	1159	1149
SOCS7	3701	3097	2841	2440	2555	2695
SOD1	8564	7510	6989	6031	6060	6395
SOD2	3003	2700	2414	2877	3036	3022
SOD3	5	4	2	2	3	0
SOGA1	2693	2326	2252	2484	2552	2775
SOGA3	143	115	145	447	483	467
SOHLH1	0	2	0	0	0	1
SOHLH2	105	64	63	93	113	107
SON	27396	23957	23351	23787	24749	26055
SORBS1	281	302	263	141	138	163
SORBS2	0	1	0	4	1	1
SORBS3	2936	2765	2529	1810	1970	2015
SORCS1	6	7	3	3	4	9
SORCS2	7	5	7	11	8	5
SORCS3	0	0	1	0	0	0
SORD	7505	6541	6200	3258	3288	3571
SORL1	10697	9260	8651	7124	7260	7761
SORT1	12616	10911	10287	5482	5695	6098
SOS1	4228	3548	3643	3082	3257	3362
SOS2	4116	3368	3261	4565	4617	4850
SOST	1	1	1	0	5	1
SOSTDC1	5	3	7	7	6	7
SOWAHA	11	14	9	5	4	4
SOWAHB	90	77	60	19	6	6
SOWAHC	214	209	208	170	161	153
SOWAHD	43	51	26	9	9	8
SOX1	0	0	0	0	0	0
SOX10	7	4	4	8	7	8
SOX11	26	30	18	29	22	19
SOX12	2967	2663	2487	5563	5765	5843
SOX13	1204	1090	993	1004	1052	1061
SOX14	0	0	0	0	0	0
SOX15	29	27	24	19	20	18
SOX17	0	0	0	0	0	0
SOX18	3	2	0	10	4	4
SOX2	2253	2184	1902	1278	1439	1400
SOX21	1197	1002	950	100	103	101
SOX3	0	0	0	0	0	0
SOX30	31	33	21	21	23	28
SOX4	13298	12383	10732	5552	6028	5936
SOX5	497	434	418	743	729	827
SOX6	66	42	47	199	204	221
SOX7	45	31	43	33	33	40
SOX8	1	0	0	3	2	4
SOX9	2503	2308	1970	2806	2977	2862
SP1	10597	8977	8916	7420	7678	8212
SP100	4022	3430	3365	3468	3409	3717
SP110	969	801	778	847	799	914
SP140	139	132	135	104	101	95
SP140L	1556	1388	1324	1434	1629	1690
SP2	1042	871	858	920	934	1029
SP3	8116	7264	6854	6147	6604	6600
SP4	878	746	743	657	711	744
SP5	66	51	59	66	69	63
SP6	42	30	41	19	20	12
SP7	0	0	1	3	4	2
SP8	24	20	19	2	11	4
SP9	1	2	2	1	2	1
SPA17	1352	1186	1060	382	374	415
SPACA1	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0
SPACA4	19	17	13	3	2	1
SPACA5	0	0	3	3	0	2
SPACA5B	1	1	0	0	3	0
SPACA6	543	475	388	341	353	372
SPACA7	813	658	679	92	110	86
SPACA9	670	605	526	537	534	564
SPAG1	1040	848	876	506	500	517
SPAG11A	0	0	0	0	0	0
SPAG11B	1	0	4	0	0	0
SPAG16	963	797	810	752	741	791
SPAG17	264	188	195	470	540	545
SPAG4	872	758	639	282	292	307
SPAG5	13065	11489	11008	5289	5506	5687
SPAG6	17	20	11	9	12	12
SPAG7	1570	1421	1309	1356	1534	1664
SPAG8	66	50	49	109	103	110
SPAG9	10754	8977	8783	6880	7018	7284
SPAM1	0	2	0	1	0	0
SPANXA1	26	22	17	5	6	9
SPANXA2	26	22	17	5	6	9
SPANXB1	368	323	304	58	49	71
SPANXC	0	0	0	0	0	0
SPANXD	5	4	8	8	7	6
SPANXN1	0	0	0	0	1	0
SPANXN2	0	0	0	0	0	0
SPANXN3	0	1	0	1	1	1
SPANXN4	0	1	0	1	0	0
SPANXN5	0	1	0	0	0	0
SPARC	257	209	190	19384	20065	21096
SPARCL1	107	114	108	65	62	68
SPAST	1917	1530	1500	1327	1386	1447
SPATA1	25	32	29	26	36	37
SPATA12	230	168	152	91	123	111
SPATA13	3171	2775	2806	1142	1172	1262
SPATA16	5	5	5	5	6	6
SPATA17	177	161	168	110	107	81
SPATA18	26	36	27	3	2	7
SPATA19	0	0	0	0	0	0
SPATA2	976	833	746	734	773	846
SPATA20	2646	2385	2209	2005	2100	2047
SPATA21	2	1	3	4	2	2
SPATA22	0	0	0	0	0	0
SPATA24	217	193	182	175	212	225
SPATA25	36	27	16	69	56	86
SPATA2L	783	739	646	396	449	447
SPATA3	0	0	0	0	1	0
SPATA31A1	0	0	0	3	0	4
SPATA31A3	0	0	0	1	3	0
SPATA31A5	0	0	0	0	0	0
SPATA31A6	0	1	0	0	0	0
SPATA31A7	0	0	0	1	0	0
SPATA31C1	7	6	4	7	5	8
SPATA31C2	160	142	149	192	202	216
SPATA31D1	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0
SPATA31D4	0	0	1	0	0	0
SPATA31D5P	1	1	0	0	0	0
SPATA31E1	0	0	2	0	1	1
SPATA32	27	27	17	9	18	14
SPATA33	688	602	540	426	410	493
SPATA4	23	13	16	17	11	10
SPATA41	38	47	34	34	28	37
SPATA42	0	1	2	1	4	3
SPATA45	3	1	7	2	3	3
SPATA5	1826	1525	1548	1065	1079	1181
SPATA5L1	816	737	670	592	629	592
SPATA6	75	52	60	35	45	51
SPATA6L	509	489	457	321	292	343
SPATA7	433	352	330	322	335	374
SPATA8	0	0	0	3	0	4
SPATA9	26	15	26	86	80	72
SPATC1	4	8	8	13	11	7
SPATC1L	672	655	597	589	630	642
SPATS1	1	1	1	2	2	3
SPATS2	1697	1534	1501	1600	1707	1786
SPATS2L	20094	17525	17289	8462	8559	9299
SPC24	1595	1393	1357	916	1007	950
SPC25	1287	1084	1046	769	729	831
SPCS1	3567	3109	3149	2678	2544	2738
SPCS2	5354	4747	4372	4544	4735	4755
SPCS3	8952	8233	7755	6976	7458	7243
SPDEF	149	161	136	18	12	10
SPDL1	3615	3129	3082	1772	1700	1926
SPDYA	80	76	77	58	69	71
SPDYC	0	0	0	0	0	0
SPDYE1	255	233	217	266	303	332
SPDYE2	250	225	197	287	327	347
SPDYE2B	250	225	197	287	327	347
SPDYE3	99	91	88	72	60	80
SPDYE4	0	0	0	0	0	0
SPDYE5	126	75	94	143	137	143
SPDYE6	254	218	235	277	343	329
SPDYE7P	28	21	27	33	38	30
SPDYE8P	169	137	140	143	150	154
SPECC1	103	92	85	72	71	82
SPECC1L	4707	3921	3731	5112	5240	5447
SPEF1	36	38	33	24	31	19
SPEF2	347	324	326	646	656	672
SPEG	177	169	132	221	256	270
SPEM1	0	0	0	0	0	0
SPEN	9226	7809	7549	7922	8143	8635
SPERT	31	20	16	14	15	13
SPESP1	2	1	1	0	0	1
SPG11	3422	2844	2802	2699	2693	2887
SPG20	1726	1447	1406	2215	2404	2432
SPG21	3752	3061	3174	2861	2819	3164
SPG7	4219	3531	3373	4556	4626	4993
SPHAR	0	0	0	0	0	0
SPHK1	229	222	202	157	128	135
SPHK2	737	682	583	573	588	644
SPHKAP	0	1	1	0	0	1
SPI1	0	0	0	5	2	5
SPIB	103	96	107	89	97	94
SPIC	1	1	0	5	2	7
SPICE1	1720	1461	1418	891	957	1038
SPIDR	4037	3445	3243	2877	2939	3095
SPIN1	10251	8868	8754	8387	8199	9005
SPIN2A	0	4	0	4	7	6
SPIN2B	308	279	272	436	495	564
SPIN3	1446	1240	1208	1684	1723	1814
SPIN4	2083	1939	1789	1583	1739	1667
SPINK1	19	25	14	14	13	18
SPINK13	1	3	2	4	2	4
SPINK14	3	7	12	0	0	1
SPINK2	56	52	38	8	9	14
SPINK4	0	1	0	0	1	0
SPINK5	888	765	745	84	81	98
SPINK6	4	2	4	0	0	1
SPINK7	3	1	3	1	1	2
SPINK8	0	0	0	1	0	0
SPINK9	0	0	0	1	2	3
SPINT1	11922	10513	9913	1932	1984	1879
SPINT2	31408	27836	25435	5657	6165	6351
SPINT3	0	0	0	0	0	0
SPINT4	2	2	0	0	0	0
SPIRE1	6548	5619	5566	4897	5080	5435
SPIRE2	349	314	250	245	273	291
SPN	270	224	230	218	283	237
SPNS1	1688	1514	1333	1779	1800	1848
SPNS2	59	50	56	51	63	62
SPNS3	0	0	0	2	3	4
SPO11	0	0	0	0	0	0
SPOCD1	462	411	398	632	659	674
SPOCK1	3	2	5	0	2	2
SPOCK2	18	16	17	31	34	29
SPOCK3	341	338	265	338	400	352
SPON1	16	16	13	6	3	6
SPON2	322	281	252	239	270	317
SPOP	2897	2402	2423	2453	2504	2645
SPOPL	3498	3192	2955	1826	1911	1871
SPOUT1	4530	4223	3848	3872	4091	4095
SPP1	626	548	508	131	135	118
SPP2	0	2	0	2	2	0
SPPL2A	1478	1271	1185	1487	1517	1678
SPPL2B	1331	1202	1080	1399	1532	1547
SPPL2C	0	0	0	0	0	0
SPPL3	2573	2235	2174	2484	2381	2552
SPR	1892	1649	1529	1098	1175	1203
SPRED1	4430	3848	3689	5669	6359	5986
SPRED2	4043	3512	3425	3203	3303	3429
SPRED3	880	798	712	737	774	758
SPRN	141	102	125	146	160	165
SPRNP1	34	50	53	58	67	84
SPRR1A	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0
SPRR2A	1	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0
SPRR2D	1	0	0	0	0	0
SPRR2E	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0
SPRTN	1006	898	800	683	704	723
SPRY1	2432	2049	1954	1642	1548	1746
SPRY2	1388	1234	1233	2061	2172	2237
SPRY3	828	741	694	411	423	443
SPRY4	1192	1059	1037	1549	1615	1721
SPRYD3	2927	2592	2328	1912	1977	2020
SPRYD4	800	706	630	850	862	896
SPRYD7	924	848	775	520	619	545
SPSB1	3037	2699	2541	1569	1567	1658
SPSB2	294	252	229	182	169	156
SPSB3	1524	1490	1301	1653	1674	1790
SPSB4	0	0	0	0	0	1
SPTA1	0	1	0	1	8	1
SPTAN1	23380	20135	19497	21859	22639	23902
SPTB	15002	12867	12238	1242	1278	1312
SPTBN1	41073	36431	34791	29047	30163	31799
SPTBN2	9548	8507	7695	3430	3522	3658
SPTBN4	60	60	61	120	129	120
SPTBN5	38	48	37	30	36	39
SPTLC1	7600	7015	6417	5798	6190	6151
SPTLC2	5119	4304	4357	3017	3102	3307
SPTLC3	768	624	632	533	510	601
SPTSSA	4095	4014	3321	2245	2912	2292
SPTSSB	1848	1815	1738	160	176	187
SPTY2D1	2465	2179	2131	1543	1594	1650
SPX	30	30	34	7	18	13
SPZ1	0	0	0	3	0	0
SQLE	9111	7898	7808	4630	4589	4926
SQRDL	25	32	15	32	31	23
SQSTM1	13508	11833	11031	14092	14786	15549
SRA1	1491	1301	1272	1116	1064	1095
SRBD1	2021	1736	1563	1252	1283	1401
SRC	1585	1335	1298	433	379	414
SRCAP	10725	9681	9009	8856	9145	9581
SRCIN1	305	240	220	300	325	336
SRD5A1	5938	5213	5019	3140	3521	3385
SRD5A1P1	0	0	0	0	0	0
SRD5A2	10	8	10	20	26	22
SRD5A3	1775	1592	1481	975	975	1020
SREBF1	52068	46251	41243	20386	21133	21874
SREBF2	23612	20847	19292	13042	13247	14026
SREK1	6110	5411	4968	5954	6136	6246
SREK1IP1	1754	1533	1477	1240	1383	1319
SRF	3726	3348	2994	3303	3404	3499
SRFBP1	1292	1119	1143	935	928	955
SRGAP1	1923	1600	1485	1166	1173	1336
SRGAP2	5010	4230	4323	4311	4353	4678
SRGAP2B	3265	2973	2742	2289	2340	2350
SRGAP2C	1555	1475	1306	1017	1105	1122
SRGAP2D	46	61	64	27	73	55
SRGAP3	806	642	677	988	1057	1192
SRGN	20	20	11	11	9	11
SRI	2462	2119	1902	2166	2286	2384
SRL	16	13	9	13	14	17
SRM	3074	2603	2578	2155	1972	2216
SRMS	102	77	70	30	21	29
SRP14	6848	6213	5549	6286	6366	6920
SRP19	1642	1522	1360	1032	1067	1097
SRP54	7357	6246	6049	5109	5096	5424
SRP68	13596	11544	11301	8905	9086	9634
SRP72	17183	15157	14650	10951	10874	11708
SRP9	15099	13936	12649	9522	10068	9814
SRPK1	9423	8154	7945	4152	3934	4472
SRPK2	2908	2573	2491	2648	2796	2927
SRPK3	46	34	33	42	48	34
SRPRA	11200	9568	8993	8326	8317	8798
SRPRB	4097	3528	3435	3475	3450	3842
SRPX	177	160	140	560	583	593
SRPX2	3748	3315	2931	1621	1554	1711
SRR	607	533	533	290	289	314
SRRD	1082	965	944	693	736	702
SRRM1	5988	5347	5039	4863	5054	5204
SRRM2	38049	34358	32133	33564	35664	35831
SRRM3	85	63	46	82	93	99
SRRM4	17	15	19	12	15	11
SRRM5	154	139	124	93	101	80
SRRT	5820	5243	5057	5146	5529	5563
SRSF1	25511	22790	21572	18253	18504	19551
SRSF10	9763	8908	8408	8232	9038	8967
SRSF11	11367	10642	9526	9896	11046	10408
SRSF12	78	49	52	52	53	57
SRSF2	20021	18410	17237	17208	18569	18427
SRSF3	21372	18764	18037	13002	12800	13790
SRSF4	5299	4737	4551	2899	3123	3199
SRSF5	11723	10453	9846	11449	12511	12064
SRSF6	10836	9544	9432	10474	10663	11160
SRSF7	10885	9446	9071	6552	6625	7098
SRSF8	4014	3440	3320	3022	3226	3319
SRSF9	9928	8541	8049	5833	6344	6593
SRXN1	4024	3596	3440	2288	2303	2420
SRY	0	0	0	0	0	0
SS18	4338	3946	3754	2930	3077	3129
SS18L1	2356	2040	1972	1675	1633	1838
SS18L2	1000	811	829	552	520	627
SSB	13774	11809	11421	8498	8382	9042
SSBP1	5412	4751	4360	3344	3458	3652
SSBP2	2799	2357	2157	4190	4252	4291
SSBP3	2922	2521	2266	3012	3238	3286
SSBP4	2057	1789	1664	2028	2231	2258
SSC4D	52	32	48	40	30	40
SSC5D	669	539	528	383	394	427
SSFA2	5997	5092	4877	5538	5406	5557
SSH1	4789	3981	3730	4938	5087	5342
SSH2	3931	3349	3328	3559	3717	3870
SSH3	3567	3253	2891	1367	1449	1418
SSMEM1	0	0	0	0	0	2
SSNA1	3660	3230	2966	2056	2097	2190
SSPN	83	79	81	245	226	291
SSPO	6	11	4	46	48	55
SSR1	7637	6757	6683	6264	6266	6552
SSR2	14730	12715	12256	12323	12615	13117
SSR3	5883	5022	5009	4945	4796	5105
SSR4	4367	4006	3500	3874	4023	4103
SSR4P1	16	22	15	30	25	32
SSRP1	24450	21471	20975	14713	15111	15787
SSSCA1	1969	1654	1605	1155	1165	1251
SST	0	1	1	0	0	0
SSTR1	0	1	0	3	5	3
SSTR2	157	139	139	138	143	126
SSTR3	1	0	2	0	0	1
SSTR4	0	0	0	0	0	0
SSTR5	27	43	31	8	11	16
SSU72	3720	3270	3237	2594	2477	2858
SSUH2	51	46	49	26	23	27
SSX1	6	9	7	11	11	8
SSX2	4	3	3	1	1	1
SSX2B	10	6	9	3	3	2
SSX2IP	2135	1844	1738	1022	1015	1006
SSX3	0	0	1	5	2	1
SSX4	3	6	9	3	5	4
SSX4B	0	0	0	0	0	0
SSX5	0	5	2	0	2	4
SSX6	8	4	5	6	1	7
SSX7	16	11	17	17	12	9
SSX8	0	3	0	3	2	0
SSX9	0	0	0	0	0	0
ST13	19310	16847	15906	16211	16381	16994
ST13P4	6	2	1	4	4	9
ST14	11735	10123	9460	1260	1364	1389
ST18	35	31	28	9	13	16
ST20	537	441	422	309	318	347
ST3GAL1	67	87	77	86	82	85
ST3GAL2	872	759	704	2279	2308	2384
ST3GAL3	353	289	250	532	580	584
ST3GAL4	3130	2653	2449	1314	1309	1373
ST3GAL5	1835	1485	1382	1168	1190	1255
ST3GAL6	94	80	81	105	87	109
ST5	780	613	565	647	670	718
ST6GAL1	2990	2513	2440	1868	1878	2033
ST6GAL2	44	43	44	32	42	51
ST6GALNAC1	288	270	252	41	40	41
ST6GALNAC2	75	75	83	810	845	915
ST6GALNAC3	167	141	157	262	254	283
ST6GALNAC4	1273	1160	1012	1747	1788	1769
ST6GALNAC5	931	889	832	354	328	366
ST6GALNAC6	1644	1432	1278	3464	3600	3762
ST7	1194	985	991	1450	1615	1677
ST7L	1056	922	887	966	972	1070
ST8SIA1	178	160	146	440	468	506
ST8SIA2	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	0
ST8SIA4	57	65	60	55	57	68
ST8SIA5	3	1	0	1	2	1
ST8SIA6	6	2	2	0	0	1
STAB1	3	2	5	3	4	3
STAB2	32	36	24	40	39	58
STAC	796	704	680	899	970	1024
STAC2	55	47	57	52	48	61
STAC3	137	100	105	170	170	172
STAG1	3288	2797	2844	1968	1967	2107
STAG2	14603	12906	12721	11923	11951	12662
STAG3	6014	5364	4869	4206	4395	4481
STAG3L1	845	644	660	568	661	674
STAG3L2	1596	1474	1307	1273	1412	1442
STAG3L3	590	588	539	626	602	631
STAG3L4	469	384	359	354	387	388
STAG3L5P	100	96	90	90	74	77
STAM	1386	1208	1161	1158	1067	1241
STAM2	1562	1299	1297	1502	1583	1589
STAMBP	4067	3273	3417	2297	2361	2391
STAMBPL1	498	487	460	421	437	461
STAP1	0	1	1	1	0	1
STAP2	1331	1259	1155	467	459	516
STAR	64	34	54	31	22	35
STARD10	2149	1837	1656	347	331	364
STARD13	451	355	387	319	341	338
STARD3	2693	2245	2065	2576	2727	2726
STARD3NL	2678	2302	2278	1942	1992	2137
STARD4	4434	3738	3595	2228	2252	2331
STARD5	26	17	12	5	13	10
STARD6	6	13	5	9	5	10
STARD7	11013	9880	9438	8537	8782	9108
STARD8	12	5	14	14	15	13
STARD9	461	336	322	1585	1621	1767
STAT1	7925	6505	6465	4816	4801	5320
STAT2	3037	2572	2354	5051	5409	5378
STAT3	6003	5070	4808	4629	4739	4967
STAT4	283	257	260	158	209	218
STAT5A	56	49	44	171	174	159
STAT5B	2839	2501	2229	2930	2984	3253
STAT6	8385	7437	6756	9605	10243	10665
STATH	2	1	1	5	4	9
STAU1	9505	8141	8048	6938	7185	7611
STAU2	3486	3010	2953	2904	2929	3095
STBD1	1726	1477	1295	1035	1107	1221
STC1	9	4	4	2	4	9
STC2	13714	11621	11033	5987	5901	6176
STEAP1	2083	1805	1688	553	481	560
STEAP1B	22	27	21	21	24	33
STEAP2	1784	1494	1504	600	661	658
STEAP3	5310	4594	4252	3175	3358	3392
STEAP4	114	90	71	66	84	72
STH	0	0	0	0	1	0
STIL	4620	3822	3873	2101	2038	2275
STIM1	1995	1677	1635	905	871	966
STIM2	2920	2508	2445	2004	1996	2196
STIP1	22991	20250	19821	13497	13710	14442
STK10	3236	2778	2666	2064	2184	2328
STK11	3709	3182	3126	2749	2957	3075
STK11IP	1087	975	841	1215	1260	1276
STK16	1507	1285	1238	1003	971	1173
STK17A	4479	3831	3837	3882	3829	4159
STK17B	2915	2478	2332	2820	2872	2855
STK19	884	740	710	575	650	681
STK24	8369	7096	6959	4778	4991	5239
STK25	3886	3481	3143	3775	4100	4227
STK26	4215	3729	3509	1304	1438	1431
STK3	3569	3044	3007	1696	1769	1872
STK31	231	198	201	190	179	195
STK32A	1376	1191	1133	1733	1870	2023
STK32B	0	0	0	0	2	0
STK32C	661	611	519	424	436	463
STK33	272	238	227	141	168	183
STK35	6050	5279	5203	3230	3333	3413
STK36	2176	1895	1834	2542	2717	2806
STK38	4330	3547	3531	3176	3098	3393
STK38L	2176	1835	1791	1832	2001	1964
STK39	4966	4119	3860	1214	1175	1285
STK4	1558	1358	1405	1398	1468	1558
STK40	4262	3829	3510	3333	3430	3621
STKLD1	191	151	149	321	318	323
STMN1	21057	18416	18142	12789	12567	13353
STMN2	3	0	0	0	1	0
STMN3	1980	1731	1663	1325	1329	1417
STMN4	29	16	26	6	17	25
STMND1	0	0	0	0	0	1
STOM	11041	9571	8690	11272	11440	11934
STOML1	385	338	310	342	326	352
STOML2	9718	8858	8407	6027	6394	6899
STOML3	0	0	0	2	1	0
STON1	214	165	182	1896	1991	2097
STON2	1034	852	735	419	411	439
STOX1	119	105	98	284	352	345
STOX2	1035	889	878	834	831	866
STPG1	882	744	703	418	370	362
STPG2	13	6	4	8	8	7
STPG3	24	29	28	25	24	15
STRA13	4699	4254	3859	2665	2648	2737
STRA6	1749	1719	1527	1115	1175	1155
STRA8	24	21	21	21	23	32
STRADA	2133	1893	1786	2563	2637	2792
STRADB	772	616	608	493	540	588
STRAP	5605	4967	4852	4296	4130	4477
STRBP	5343	4526	4395	2525	2582	2738
STRC	44	24	34	65	78	70
STRIP1	2666	2382	2200	2290	2375	2603
STRIP2	595	538	516	233	255	257
STRN	5399	4593	4434	3591	3705	3931
STRN3	4432	3799	3656	2615	2786	2963
STRN4	9566	8533	7879	6466	6691	6891
STS	8238	6939	6638	3284	3422	3577
STT3A	14749	13082	12390	11686	12050	12765
STT3B	10840	9257	8878	7712	7672	8124
STUB1	5289	4677	4270	4333	4323	4717
STUM	1	1	0	0	0	0
STX10	3125	2752	2421	1876	2000	1993
STX11	113	96	104	117	146	153
STX12	1366	1175	1170	1293	1326	1342
STX16	7834	6542	6230	6912	7069	7324
STX17	5611	4690	4683	4458	4361	5012
STX18	2603	2198	2066	1806	1765	1927
STX19	82	78	60	12	32	28
STX1A	4706	4101	3815	1690	1750	1662
STX1B	77	65	57	46	64	60
STX2	528	440	435	1015	1066	1185
STX3	4485	3818	3706	2839	2973	3226
STX4	1773	1615	1458	1263	1328	1426
STX5	2118	1725	1738	1817	1890	1899
STX6	5197	4527	4341	3237	3349	3509
STX7	1616	1449	1330	1263	1255	1311
STX8	1071	922	778	957	968	997
STXBP1	2786	2391	2236	2851	2934	3028
STXBP2	3237	2946	2615	1790	1827	1861
STXBP3	2640	2248	2209	2412	2418	2528
STXBP4	712	593	602	745	698	767
STXBP5	1287	1118	1078	1076	1106	1188
STXBP5L	11	9	10	17	6	9
STXBP6	306	272	259	191	218	204
STYK1	516	428	406	94	111	102
STYX	2836	2529	2293	2129	2228	2153
STYXL1	1418	1246	1144	682	676	712
SUB1	11692	10219	9435	7300	7746	7745
SUCLA2	3220	2880	2688	2442	2534	2690
SUCLG1	4289	3699	3700	3074	3072	3214
SUCLG2	8120	7077	6544	4423	4497	4739
SUCNR1	0	2	0	21	11	12
SUCO	7329	6221	6260	4614	4793	4938
SUDS3	6087	5126	4945	3480	3437	3690
SUFU	1090	934	877	942	887	1037
SUGCT	173	172	169	394	372	345
SUGP1	1815	1634	1518	1395	1449	1491
SUGP2	7495	6649	6180	6733	6982	7331
SUGT1	2443	2230	2082	1863	1693	1828
SUGT1P1	44	36	32	110	91	105
SUGT1P3	38	32	34	32	36	27
SULF1	575	547	479	554	560	548
SULF2	9	6	11	11	15	11
SULT1A1	162	132	99	138	145	156
SULT1A2	22	9	14	19	25	19
SULT1A3	570	446	449	155	174	189
SULT1A4	570	446	449	155	174	189
SULT1B1	8	10	11	9	12	21
SULT1C2	13	5	4	7	4	7
SULT1C2P1	43	45	34	50	48	53
SULT1C3	0	0	1	0	1	0
SULT1C4	55	41	49	45	47	48
